Word,Similarity
thirteen,1.0
seventy,0.8861559629440308
nineteen,0.8818616271018982
fourteen,0.877737820148468
sixteen,0.8685867786407471
twenty,0.8537623882293701
twelve,0.8535540103912354
eighty,0.8523650765419006
eighteen,0.8497395515441895
fourty,0.8495815396308899
fifteen,0.8347434401512146
forty,0.8274778723716736
eight,0.8152362704277039
thirty,0.8114150166511536
hundred,0.8087785840034485
sixty,0.8078275322914124
thousand,0.7920026183128357
nine,0.7817007899284363
ninety,0.7700153589248657
christmases,0.7696008682250977
twenty-four,0.7694215774536133
뮤직뱅크에서,0.7667973637580872
fifty,0.7655198574066162
eleven,0.756060004234314
wildest,0.7528719902038574
twenty-one,0.751966118812561
countless,0.7519354224205017
ntwo,0.7460973858833313
autumns,0.7434321045875549
أبناءnولكن,0.7406762838363647
centuries,0.7313136458396912
generations,0.7309389710426331
moons,0.7283587455749512
thirty-two,0.7264681458473206
turdy,0.7233436107635498
eighth,0.7218256592750549
twenty-three,0.720382034778595
firsts,0.7179153561592102
lifetimes,0.7165473699569702
twenty-eight,0.7164426445960999
앞둔,0.7159627676010132
أضطرُ,0.7154086828231812
seventeen,0.7136602997779846
seasons,0.7136197686195374
billsnbuy,0.7080793976783752
reliving,0.7080212831497192
hallows,0.703056812286377
sunniest,0.7012408971786499
greats,0.7010576725006104
birthdays,0.6999295949935913
episodes,0.699368417263031
eminems,0.6993189454078674
left-backs,0.6990959644317627
shawshank,0.6962764859199524
seventh,0.6958127617835999
twenty-two,0.6943941712379456
inhabiting,0.6935045719146729
tomorrnschool,0.6926381587982178
weasleys,0.6909105181694031
industrialized,0.6902998685836792
successive,0.6902554035186768
şubatı,0.6900765299797058
back-to-back,0.6891701221466064
consecutive,0.6891692876815796
fairytales,0.689153254032135
cutscenes,0.6887454390525818
chapters,0.688277006149292
twenty-seven,0.6875971555709839
mayans,0.6875675320625305
media.this,0.686619222164154
nnbest,0.6855271458625793
の頭文字をnとってるんだって,0.6847151517868042
apostles,0.6844000220298767
dündür,0.6841006278991699
horsemen,0.6838721036911011
treys,0.6836686134338379
worlds,0.6833102703094482
حجابات,0.6825353503227234
feburary,0.6815122365951538
nnthose,0.6799080967903137
クリスマスまであと,0.6785632371902466
anniversaries,0.6785446405410767
nntwo,0.6765719652175903
commemorate,0.6764398813247681
pillars,0.6760849952697754
rediscovering,0.6759099364280701
brightest,0.6745178699493408
unaired,0.674109697341919
billionth,0.6729145050048828
nnchristmas,0.6728969812393188
أغفَر,0.6726709604263306
musketeers,0.6720665693283081
headlining,0.6717301607131958
decades,0.6716403365135193
choirs,0.6716108918190002
nnone,0.6712397933006287
acouple,0.6710464358329773
hundredth,0.6710394024848938
britains,0.670483410358429
unforgettable,0.670033872127533
abcdefg,0.6696721911430359
muskateers,0.6692987084388733
syllables,0.6676570177078247
debuted,0.6661550402641296
verses,0.6659709215164185
tcas,0.6656381487846375
yesterdays,0.6653056144714355
counting,0.6651812195777893
thousend,0.6637622714042664
forty-five,0.6632344722747803
movienn,0.6631616950035095
thisnnwithout,0.663148820400238
nfive,0.6630160808563232
palindrome,0.6628867387771606
ustreamの,0.6628703474998474
witches,0.662455677986145
nevery,0.6624341607093811
wands,0.661670982837677
وتعااال,0.6608771681785583
nnthe,0.6607044339179993
seven,0.6603674292564392
ceremonies,0.6601033210754395
thingsn,0.6599503755569458
halcyon,0.6595582365989685
thirty-six,0.6593789458274841
konuşmadığımız,0.6582479476928711
marathons,0.6581825613975525
heartbeats,0.6577991843223572
decade,0.6577749252319336
supernatural,0.6570340394973755
hanukkah,0.6558831930160522
prophets,0.6556230783462524
personnnand,0.6549491882324219
coupla,0.6548883318901062
sixty-five,0.6541499495506287
five,0.6530901193618774
drakes,0.6522139310836792
twenty-six,0.651820182800293
lotr,0.6516123414039612
deathly,0.6515465378761292
nnapril,0.6515331268310547
thanksgivings,0.6512380242347717
thoses,0.6501107215881348
flashbacks,0.6497968435287476
himnn,0.6495691537857056
moths,0.6493031978607178
متساهله,0.6490917801856995
universes,0.6489388346672058
marsi̇lyayı,0.6488558650016785
날릴때마다,0.6482085585594177
philosophers,0.6479178667068481
傘とお嬢様女子高生第,0.6475247740745544
nnleague,0.6474847793579102
triplets,0.6469439268112183
twenty-nine,0.6466882824897766
twbirthday,0.646480143070221
casts,0.6463318467140198
tomonschool,0.6456344723701477
beautifl,0.645552396774292
isiklarina,0.6451864242553711
nthree,0.6449703574180603
おっぱいないから,0.6443498134613037
olden,0.643496572971344
متساهلة,0.6432809233665466
you.nnno,0.6430656909942627
endings,0.6427344083786011
d-day,0.6426945328712463
summers,0.642346203327179
t-minus,0.6421830654144287
melodies,0.64179527759552
years.i,0.6407492756843567
three,0.6405289769172668
surviving,0.6404750347137451
ハートネットtv,0.6400211453437805
stooges,0.6396183371543884
